latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
35.53275,-0.27556,299.6,0.46,0.39,2018-10-18,0136,N,nominal,1.0NRT,286.8,0.9,N
35.52911,-0.27612,302.4,0.46,0.39,2018-10-18,0136,N,nominal,1.0NRT,286.1,0.8,N
35.45856,-0.39525,295.4,0.47,0.4,2018-10-18,0136,N,nominal,1.0NRT,285.3,0.6,N
34.79819,0.32833,302.6,0.43,0.38,2018-10-18,0136,N,nominal,1.0NRT,283.3,1.3,N
51.89208,29.34407,308.3,0.51,0.66,2018-10-18,0130,N,nominal,1.0NRT,281.9,1.3,N
51.88665,29.33916,308.7,0.51,0.66,2018-10-18,0130,N,nominal,1.0NRT,281.3,1.2,N
56.54509,3.21741,302.6,0.38,0.44,2018-10-18,0130,N,nominal,1.0NRT,282.7,0.5,N
51.60487,27.61342,307.2,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,283.9,3.4,N
51.60286,27.61937,319.7,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,287.2,2.6,N
51.60083,27.62533,305.7,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,282.7,2.6,N
51.60493,27.61463,310.3,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,284.3,2.9,N
51.60293,27.62061,319.8,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,287.6,2.9,N
51.60094,27.6266,303,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,282.6,2.1,N
51.51355,27.66595,302,0.46,0.63,2018-10-18,0130,N,nominal,1.0NRT,283.6,1.8,N
51.65828,27.21459,315.9,0.44,0.62,2018-10-18,0130,N,nominal,1.0NRT,282.6,2.8,N
51.63639,27.12194,297.8,0.43,0.62,2018-10-18,0130,N,nominal,1.0NRT,280.5,0.7,N
53.70311,19.94995,303.8,0.41,0.45,2018-10-18,0130,N,nominal,1.0NRT,279.4,1.8,N
56.45373,2.28344,299.2,0.41,0.45,2018-10-18,0130,N,nominal,1.0NRT,282.9,0.6,N
56.45347,2.28479,301.1,0.41,0.45,2018-10-18,0130,N,nominal,1.0NRT,282.9,0.4,N
51.63521,27.1224,300.5,0.43,0.62,2018-10-18,0130,N,nominal,1.0NRT,280.8,0.7,N
51.94662,26.09686,308.1,0.39,0.59,2018-10-18,0130,N,nominal,1.0NRT,277.7,1,N
51.59372,27.1086,310.1,0.43,0.62,2018-10-18,0130,N,nominal,1.0NRT,286,2.1,N
51.56238,27.10373,295.7,0.44,0.62,2018-10-18,0130,N,nominal,1.0NRT,281.5,0.6,N
56.39816,2.06159,306.1,0.42,0.45,2018-10-18,0130,N,nominal,1.0NRT,282.6,0.9,N
51.50744,27.0059,296.4,0.43,0.62,2018-10-18,0130,N,nominal,1.0NRT,281.3,1,N
51.50609,26.9901,306.3,0.43,0.62,2018-10-18,0130,N,nominal,1.0NRT,285.8,1.7,N
51.5042,26.99581,299.3,0.43,0.62,2018-10-18,0130,N,nominal,1.0NRT,283.4,1.7,N
51.50473,26.97431,311.8,0.43,0.62,2018-10-18,0130,N,nominal,1.0NRT,282.2,1.7,N
51.50285,26.98002,307.9,0.43,0.62,2018-10-18,0130,N,nominal,1.0NRT,281.5,1.7,N
51.4953,27.00284,311.1,0.43,0.62,2018-10-18,0130,N,nominal,1.0NRT,278.3,1.4,N
51.45446,27.02663,306.8,0.44,0.62,2018-10-18,0130,N,nominal,1.0NRT,285.4,1.9,N
51.70937,25.65772,297.5,0.38,0.59,2018-10-18,0130,N,nominal,1.0NRT,282.1,0.5,N
51.80844,25.12603,300.4,0.36,0.57,2018-10-18,0130,N,nominal,1.0NRT,279.7,0.8,N
51.80516,25.12334,297.3,0.36,0.57,2018-10-18,0130,N,nominal,1.0NRT,277.5,0.8,N
51.45765,25.6244,299.8,0.39,0.59,2018-10-18,0130,N,nominal,1.0NRT,282.2,1.1,N
51.4511,25.62549,305.6,0.39,0.59,2018-10-18,0130,N,nominal,1.0NRT,282.8,2,N
55.47447,5.11018,305.1,0.49,0.4,2018-10-18,0130,N,nominal,1.0NRT,283.3,0.9,N
55.94482,-2.91282,336.8,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,275.5,1.9,N
55.94501,-2.91811,299,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,274.1,1.9,N
50.97503,25.09985,301.2,0.38,0.59,2018-10-18,0130,N,nominal,1.0NRT,276.9,0.7,N
50.97369,25.09828,300.8,0.38,0.59,2018-10-18,0130,N,nominal,1.0NRT,277.2,0.5,N
50.54571,26.26171,310.3,0.44,0.62,2018-10-18,0130,N,nominal,1.0NRT,283.9,1.2,N
50.54047,26.25768,295.8,0.44,0.62,2018-10-18,0130,N,nominal,1.0NRT,279.2,1.2,N
51.12134,23.22189,296.2,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,279.5,0.5,N
53.09082,14.23119,303.3,0.42,0.38,2018-10-18,0130,N,nominal,1.0NRT,279.3,0.9,N
48.16512,30.61681,352.1,0.78,0.78,2018-10-18,0130,N,nominal,1.0NRT,283.2,10.5,N
48.16539,30.61096,333.9,0.78,0.78,2018-10-18,0130,N,nominal,1.0NRT,282.4,12.4,N
48.16145,30.62103,334.6,0.78,0.78,2018-10-18,0130,N,nominal,1.0NRT,281,9.4,N
50.93029,21.6762,301.2,0.56,0.52,2018-10-18,0130,N,nominal,1.0NRT,280,1.4,N
50.93042,21.67657,301.3,0.57,0.52,2018-10-18,0130,N,nominal,1.0NRT,279.4,1.5,N
52.4885,13.83931,295.7,0.42,0.38,2018-10-18,0130,N,nominal,1.0NRT,279.7,0.5,N
52.17234,14.62828,296.4,0.45,0.39,2018-10-18,0130,N,nominal,1.0NRT,279,0.7,N
53.13866,8.67731,306.3,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,280.4,1.1,N
53.12384,8.68365,306.8,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,280.2,1.4,N
48.74591,26.60309,297.9,0.52,0.67,2018-10-18,0130,N,nominal,1.0NRT,282.3,0.8,N
54.129,-7.58097,301.3,0.48,0.65,2018-10-18,0130,N,nominal,1.0NRT,275.5,0.6,N
53.63343,-0.24813,298.7,0.48,0.48,2018-10-18,0130,N,nominal,1.0NRT,284.1,2.2,N
53.63295,-0.24078,304.3,0.48,0.48,2018-10-18,0130,N,nominal,1.0NRT,281.9,1.6,N
52.31733,10.24939,305,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,282.9,1,N
51.17945,16.11072,328.4,0.52,0.41,2018-10-18,0130,N,nominal,1.0NRT,279.9,4.1,N
51.17581,16.10875,328.3,0.52,0.41,2018-10-18,0130,N,nominal,1.0NRT,278.9,4.1,N
53.45044,-1.32028,330.4,0.53,0.5,2018-10-18,0130,N,nominal,1.0NRT,279.9,2.4,N
53.53836,-3.58048,338.6,0.33,0.55,2018-10-18,0130,N,nominal,1.0NRT,284.5,2.6,N
52.17434,10.41201,303.7,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,283.6,1.9,N
52.16425,10.4313,298.1,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,283.1,0.5,N
52.16281,10.41885,322.6,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,285.6,2.5,N
52.15956,10.41746,318.3,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,284,1.7,N
52.15902,10.39949,303.4,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,285.7,1.2,N
52.15722,10.41054,312.5,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,283.1,2.2,N
52.15488,10.40361,341.9,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,287.7,5,N
52.15163,10.40222,341,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,285.3,5,N
52.15253,10.39669,295.9,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,283.3,2.5,N
53.33942,-1.75055,298.6,0.55,0.51,2018-10-18,0130,N,nominal,1.0NRT,277.5,1.1,N
51.81134,11.75451,295.6,0.4,0.37,2018-10-18,0130,N,nominal,1.0NRT,282.1,0.7,N
51.85605,8.02945,308.9,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,279.6,1.3,N
51.27105,11.66102,304.4,0.4,0.37,2018-10-18,0130,N,nominal,1.0NRT,282.5,1.4,N
51.6977,8.74508,299.8,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,280,0.8,N
51.76423,8.05371,297.3,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,278.2,0.7,N
51.36432,10.48083,312.1,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,283.3,1.4,N
51.61701,8.50782,307.7,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,280.6,0.9,N
51.59719,8.33647,299.4,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,281.3,1.1,N
51.59391,8.33523,315.5,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,281.9,1.1,N
52.6409,-8.68853,296.3,0.53,0.67,2018-10-18,0130,N,nominal,1.0NRT,275.4,1,N
51.88129,4.3439,296.8,0.47,0.4,2018-10-18,0130,N,nominal,1.0NRT,278.7,1.1,N
48.60923,21.1798,304.4,0.63,0.54,2018-10-18,0130,N,nominal,1.0NRT,269.2,1.4,N
48.60455,21.17683,313.8,0.63,0.54,2018-10-18,0130,N,nominal,1.0NRT,269.1,4.8,N
51.36733,6.70947,299.8,0.41,0.37,2018-10-18,0130,N,nominal,1.0NRT,265.8,1.7,N
50.82032,9.00635,296.8,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,277.8,0.6,N
50.93372,7.01463,300.8,0.4,0.37,2018-10-18,0130,N,nominal,1.0NRT,276.4,0.6,N
50.81792,7.01414,328.8,0.4,0.37,2018-10-18,0130,N,nominal,1.0NRT,282,2.8,N
50.84087,6.5887,302.7,0.41,0.37,2018-10-18,0130,N,nominal,1.0NRT,269.3,0.5,N
51.17694,3.8077,296,0.48,0.4,2018-10-18,0130,N,nominal,1.0NRT,268.1,2,N
51.17327,3.8067,322.4,0.48,0.4,2018-10-18,0130,N,nominal,1.0NRT,268.5,2,N
51.17252,3.81358,309.2,0.48,0.4,2018-10-18,0130,N,nominal,1.0NRT,267,2.2,N
51.16961,3.8057,299.6,0.48,0.4,2018-10-18,0130,N,nominal,1.0NRT,267,0.9,N
51.16885,3.81257,295.3,0.48,0.4,2018-10-18,0130,N,nominal,1.0NRT,265.6,1.3,N
51.1681,3.81944,308.8,0.48,0.4,2018-10-18,0130,N,nominal,1.0NRT,264.7,1.3,N
51.16594,3.80468,295.9,0.48,0.4,2018-10-18,0130,N,nominal,1.0NRT,265.4,0.9,N
51.16519,3.81155,309.9,0.48,0.4,2018-10-18,0130,N,nominal,1.0NRT,265.1,1.3,N
51.68387,-5.02856,297.9,0.37,0.58,2018-10-18,0130,N,nominal,1.0NRT,283,0.9,N
51.68233,-5.0292,300.3,0.37,0.58,2018-10-18,0130,N,nominal,1.0NRT,283.2,1.2,N
45.42154,27.96874,298.9,0.77,0.77,2018-10-18,0130,N,nominal,1.0NRT,283.3,2.2,N
51.57313,-3.76815,296.6,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,270.8,0.8,N
51.5684,-3.77828,299.9,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,272.2,0.9,N
51.56802,-3.76877,314.3,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,270.6,2.4,N
51.56783,-3.764,298.1,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,269.8,0.9,N
51.5633,-3.77895,309.1,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,271.1,0.9,N
51.55799,-3.77478,311.8,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,271.2,0.8,N
49.95324,9.76692,295,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,274.5,0.5,N
45.95154,25.28222,296.4,0.57,0.69,2018-10-18,0130,N,nominal,1.0NRT,278.4,0.8,N
45.13719,27.28224,297.5,0.73,0.76,2018-10-18,0130,N,nominal,1.0NRT,281.2,1.4,N
50.69712,2.11281,298.8,0.54,0.42,2018-10-18,0130,N,nominal,1.0NRT,280.8,1,N
45.132,27.28356,304.3,0.74,0.76,2018-10-18,0130,N,nominal,1.0NRT,281.5,1.8,N
49.52942,8.41852,331.5,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,267.4,3,N
48.28521,14.32599,300.4,0.51,0.41,2018-10-18,0130,N,nominal,1.0NRT,281.6,1.6,N
48.28156,14.32421,303,0.51,0.41,2018-10-18,0130,N,nominal,1.0NRT,280.2,1.6,N
48.2787,14.33763,308.9,0.51,0.41,2018-10-18,0130,N,nominal,1.0NRT,283,1.8,N
48.27726,14.34436,297.4,0.51,0.41,2018-10-18,0130,N,nominal,1.0NRT,281.3,1.8,N
48.27583,14.35107,310.4,0.51,0.41,2018-10-18,0130,N,nominal,1.0NRT,283,1.9,N
48.27504,14.33585,333.6,0.51,0.41,2018-10-18,0130,N,nominal,1.0NRT,286.4,6.8,N
48.27361,14.34257,323.4,0.51,0.41,2018-10-18,0130,N,nominal,1.0NRT,282.8,6.8,N
48.27648,14.32914,299.1,0.51,0.41,2018-10-18,0130,N,nominal,1.0NRT,283.6,1.5,N
48.27282,14.32737,313.4,0.51,0.41,2018-10-18,0130,N,nominal,1.0NRT,282.4,1.5,N
48.7789,10.69957,297.3,0.4,0.37,2018-10-18,0130,N,nominal,1.0NRT,277.5,1.1,N
48.7756,10.69821,310.5,0.4,0.37,2018-10-18,0130,N,nominal,1.0NRT,277.6,1.1,N
49.35768,6.74838,335.8,0.39,0.37,2018-10-18,0130,N,nominal,1.0NRT,278.5,3.6,N
49.24508,6.85085,320.8,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,273.3,1.9,N
47.92159,13.7811,299.8,0.5,0.41,2018-10-18,0130,N,nominal,1.0NRT,279.9,0.9,N
46.04918,20.99085,301.6,0.37,0.58,2018-10-18,0130,N,nominal,1.0NRT,277.5,0.5,N
48.88682,6.05279,295.2,0.4,0.37,2018-10-18,0130,N,nominal,1.0NRT,263,0.9,N
48.88608,6.05824,301.2,0.4,0.37,2018-10-18,0130,N,nominal,1.0NRT,263.4,0.9,N
48.88347,6.05174,303.4,0.4,0.37,2018-10-18,0130,N,nominal,1.0NRT,262.5,0.9,N
48.88273,6.05718,315.3,0.4,0.37,2018-10-18,0130,N,nominal,1.0NRT,262.3,0.9,N
48.59724,7.82369,309.1,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,270.2,1.4,N
47.79,12.18263,309.2,0.45,0.39,2018-10-18,0130,N,nominal,1.0NRT,281.5,1.3,N
44.05533,25.46713,297.6,0.67,0.74,2018-10-18,0130,N,nominal,1.0NRT,279.8,1.4,N
45.77465,19.4534,296.1,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,277.2,0.8,N
48.98178,1.7602,296.1,0.54,0.42,2018-10-18,0130,N,nominal,1.0NRT,283.4,0.9,N
45.74037,19.33862,296.7,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,278.5,0.6,N
45.73561,19.33601,310.7,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,279.1,1.2,N
45.57657,19.57604,296.7,0.33,0.55,2018-10-18,0130,N,nominal,1.0NRT,278.6,0.6,N
45.48562,19.65485,326.4,0.34,0.56,2018-10-18,0130,N,nominal,1.0NRT,279.3,2.6,N
45.48448,19.65896,299.8,0.34,0.56,2018-10-18,0130,N,nominal,1.0NRT,277.9,1.3,N
45.055,20.9967,298.5,0.4,0.6,2018-10-18,0130,N,nominal,1.0NRT,278.1,1.1,N
45.15205,20.10724,295.5,0.36,0.57,2018-10-18,0130,N,nominal,1.0NRT,280.1,1,N
44.99042,20.66203,297.3,0.39,0.59,2018-10-18,0130,N,nominal,1.0NRT,276.7,0.7,N
48.38525,2.98054,302.5,0.48,0.4,2018-10-18,0130,N,nominal,1.0NRT,284.8,1.2,N
44.59594,20.97681,295.2,0.41,0.61,2018-10-18,0130,N,nominal,1.0NRT,275.2,1.1,N
44.8348,19.45465,306.3,0.34,0.56,2018-10-18,0130,N,nominal,1.0NRT,276.8,0.6,N
44.82991,19.45192,295.8,0.34,0.56,2018-10-18,0130,N,nominal,1.0NRT,276.7,0.6,N
47.07097,8.26965,295.7,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,271.1,1.1,N
47.0677,8.26851,308,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,271.2,1.1,N
43.90567,21.51108,297.4,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,280.5,0.4,N
44.21562,17.89079,296.4,0.61,0.53,2018-10-18,0130,N,nominal,1.0NRT,279.5,0.6,N
43.09256,20.97906,301.7,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,277.1,0.9,N
43.09053,20.98575,298.9,0.46,0.63,2018-10-18,0130,N,nominal,1.0NRT,277.6,0.9,N
43.08975,20.96724,305.6,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,280.1,1.9,N
43.0883,20.97202,312.1,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,279.2,1.9,N
43.08669,20.97732,304.8,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,278.1,1.6,N
43.08495,20.98309,302.7,0.46,0.63,2018-10-18,0130,N,nominal,1.0NRT,278.1,1.6,N
43.08536,20.96066,298.2,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,280.1,2.7,N
43.08375,20.96595,317.5,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,280.7,1.9,N
43.0798,20.95794,302,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,279.8,1.1,N
45.64331,10.37882,298.1,0.43,0.38,2018-10-18,0130,N,nominal,1.0NRT,279.3,0.4,N
45.64259,10.37747,299.5,0.43,0.38,2018-10-18,0130,N,nominal,1.0NRT,279,0.9,N
43.08923,20.97211,311.4,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,279.3,3,N
43.0877,20.97724,314.2,0.46,0.63,2018-10-18,0130,N,nominal,1.0NRT,278.3,3,N
43.0859,20.98331,313.9,0.46,0.63,2018-10-18,0130,N,nominal,1.0NRT,278.5,2.1,N
43.0847,20.96591,324.4,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,281.7,4.5,N
43.08067,20.95804,310.9,0.45,0.63,2018-10-18,0130,N,nominal,1.0NRT,280.5,1.3,N
45.68414,9.46477,295.1,0.41,0.37,2018-10-18,0130,N,nominal,1.0NRT,283,0.6,N
45.51627,10.34516,300.3,0.43,0.38,2018-10-18,0130,N,nominal,1.0NRT,284.7,0.8,N
45.50936,10.24592,312.3,0.42,0.38,2018-10-18,0130,N,nominal,1.0NRT,279.2,1.6,N
45.45897,10.45588,306.4,0.43,0.38,2018-10-18,0130,N,nominal,1.0NRT,284.7,1.6,N
43.83307,16.87582,296.3,0.56,0.51,2018-10-18,0130,N,nominal,1.0NRT,275,1,N
45.91154,5.81849,296.2,0.39,0.36,2018-10-18,0130,N,nominal,1.0NRT,282.6,0.6,N
42.13947,21.49609,296.7,0.51,0.66,2018-10-18,0130,N,nominal,1.0NRT,278.6,1.4,N
45.24492,6.41092,298.2,0.38,0.36,2018-10-18,0130,N,nominal,1.0NRT,284.3,0.7,N
41.44183,21.93753,322.4,0.56,0.69,2018-10-18,0130,N,nominal,1.0NRT,280.8,3,N
41.43989,21.94367,311.6,0.56,0.69,2018-10-18,0130,N,nominal,1.0NRT,281.5,3,N
41.04264,21.52451,298.9,0.55,0.68,2018-10-18,0130,N,nominal,1.0NRT,280,1.3,N
41.54684,19.7258,297.3,0.44,0.62,2018-10-18,0130,N,nominal,1.0NRT,285.3,0.9,N
41.50249,19.74508,299.9,0.44,0.62,2018-10-18,0130,N,nominal,1.0NRT,284.4,0.7,N
42.00689,12.71581,298.2,0.4,0.44,2018-10-18,0130,N,nominal,1.0NRT,286.4,0.8,N
40.62595,18.0001,297.7,0.38,0.59,2018-10-18,0130,N,nominal,1.0NRT,284.9,0.7,N
40.51917,17.20856,315.9,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,286.8,0.8,N
40.51807,17.21258,296,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,285.4,0.8,N
40.51412,17.20638,302.4,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,286,1.6,N
40.51302,17.21041,306.9,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,286.5,1.6,N
40.5069,17.21212,327.3,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,286.9,2.8,N
40.51971,17.20918,308.5,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,286.6,0.8,N
40.51466,17.20698,311,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,286.2,1.8,N
40.51358,17.21103,310.4,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,286.6,1.8,N
40.50748,17.21275,327.4,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,286.7,2.4,N
40.50246,17.21043,309.7,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,288.3,2.7,N
40.50029,17.21857,303.7,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,286.4,1,N
40.49853,17.20404,311.2,0.35,0.57,2018-10-18,0130,N,nominal,1.0NRT,285.4,2,N
41.52747,1.80704,299.9,0.45,0.39,2018-10-18,0130,N,nominal,1.0NRT,283.5,0.5,N
41.45495,1.98044,299.4,0.44,0.38,2018-10-18,0130,N,nominal,1.0NRT,284.8,0.7,N
41.3118,1.66362,312.1,0.45,0.39,2018-10-18,0130,N,nominal,1.0NRT,287.1,1.9,N
41.47626,-1.48605,295.1,0.41,0.45,2018-10-18,0130,N,nominal,1.0NRT,281.7,0.6,N
37.75132,14.99223,323.9,0.32,0.55,2018-10-18,0130,N,nominal,1.0NRT,275,0.8,N
39.43424,-0.77684,300.4,0.53,0.42,2018-10-18,0130,N,nominal,1.0NRT,284.6,0.9,N
38.37523,-0.54662,296.8,0.51,0.41,2018-10-18,0130,N,nominal,1.0NRT,285.9,0.9,N
38.37637,-0.54674,296.6,0.51,0.41,2018-10-18,0130,N,nominal,1.0NRT,285.8,0.5,N
35.23168,8.17156,302.4,0.5,0.41,2018-10-18,0130,N,nominal,1.0NRT,279.8,1,N
51.57812,-3.77365,301.8,0.54,0.51,2018-10-18,0312,N,nominal,1.0NRT,281.2,1.6,N
51.57184,-3.76943,312.3,0.54,0.51,2018-10-18,0312,N,nominal,1.0NRT,280.5,2.9,N
51.56554,-3.76518,304.2,0.54,0.51,2018-10-18,0312,N,nominal,1.0NRT,281.2,2.7,N
51.39664,-3.39753,299.4,0.56,0.52,2018-10-18,0312,N,nominal,1.0NRT,279.1,1.4,N
51.396,-3.39526,296.1,0.56,0.52,2018-10-18,0312,N,nominal,1.0NRT,278.5,1.6,N
51.68426,-5.03253,295.2,0.48,0.48,2018-10-18,0312,N,nominal,1.0NRT,283.2,1.2,N
38.91963,-9.01132,299.9,0.35,0.57,2018-10-18,0312,N,nominal,1.0NRT,284,0.9,N
38.62822,-9.076,298.2,0.36,0.57,2018-10-18,0312,N,nominal,1.0NRT,283.2,0.5,N
59.12604,9.62233,314.7,0.4,0.6,2018-10-18,0306,N,nominal,1.0NRT,277.8,1.6,N
61.36161,1.58109,312.6,0.4,0.44,2018-10-18,0306,N,nominal,1.0NRT,281,1.3,N
