latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
52.47801,4.58528,295,0.46,0.47,2018-10-19,0112,N,nominal,1.0NRT,282,2.6,N
50.535,17.97717,321.3,0.44,0.38,2018-10-19,0112,N,nominal,1.0NRT,284.2,3.2,N
50.75432,16.24127,295.2,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,281.9,0.8,N
51.85948,8.02799,298.4,0.51,0.41,2018-10-19,0112,N,nominal,1.0NRT,280.1,0.6,N
51.8557,8.02698,297.5,0.51,0.41,2018-10-19,0112,N,nominal,1.0NRT,279.8,0.9,N
51.76506,8.05783,304.3,0.51,0.41,2018-10-19,0112,N,nominal,1.0NRT,280.5,1.2,N
49.86095,18.27919,304.4,0.45,0.39,2018-10-19,0112,N,nominal,1.0NRT,281.6,1.2,N
49.7884,18.33177,317.4,0.46,0.39,2018-10-19,0112,N,nominal,1.0NRT,280.2,1,N
49.67908,18.66112,311.5,0.47,0.4,2018-10-19,0112,N,nominal,1.0NRT,281.3,1.9,N
51.29671,7.00884,301.9,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,282.8,2.3,N
51.5723,-3.77275,298.9,0.52,0.67,2018-10-19,0112,N,nominal,1.0NRT,280.2,1.5,N
51.56604,-3.78069,315.9,0.52,0.67,2018-10-19,0112,N,nominal,1.0NRT,280.6,3,N
51.56605,-3.77288,299.7,0.52,0.67,2018-10-19,0112,N,nominal,1.0NRT,281.1,1.5,N
51.56607,-3.76515,304.8,0.52,0.67,2018-10-19,0112,N,nominal,1.0NRT,280.6,1.5,N
51.5694,-3.76921,319.8,0.52,0.67,2018-10-19,0112,N,nominal,1.0NRT,281.6,2.3,N
51.56317,-3.77708,299.5,0.52,0.67,2018-10-19,0112,N,nominal,1.0NRT,279.9,2.3,N
48.61916,21.18957,303.2,0.4,0.45,2018-10-19,0112,N,nominal,1.0NRT,275.7,1.1,N
48.61526,21.18749,300.7,0.4,0.45,2018-10-19,0112,N,nominal,1.0NRT,276.4,1.1,N
48.60866,21.17809,312.4,0.4,0.44,2018-10-19,0112,N,nominal,1.0NRT,276.2,1.5,N
48.60475,21.17603,295.2,0.4,0.44,2018-10-19,0112,N,nominal,1.0NRT,273.1,1.1,N
48.60352,21.18129,295.9,0.4,0.45,2018-10-19,0112,N,nominal,1.0NRT,274,1.1,N
50.81842,7.01046,310.8,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,283.1,2.5,N
50.81768,7.01814,297.4,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,281.4,1.9,N
49.21703,16.77545,299.7,0.42,0.38,2018-10-19,0112,N,nominal,1.0NRT,282.3,0.6,N
50.57037,5.36372,298,0.41,0.45,2018-10-19,0112,N,nominal,1.0NRT,282.9,0.9,N
50.56991,5.36936,297,0.41,0.45,2018-10-19,0112,N,nominal,1.0NRT,283.1,0.9,N
50.56978,5.36389,298.4,0.41,0.45,2018-10-19,0112,N,nominal,1.0NRT,282.5,0.9,N
50.5693,5.36954,297,0.41,0.45,2018-10-19,0112,N,nominal,1.0NRT,283,1,N
50.49001,4.19602,296.6,0.46,0.47,2018-10-19,0112,N,nominal,1.0NRT,282.1,1,N
50.47338,3.98953,316,0.47,0.48,2018-10-19,0112,N,nominal,1.0NRT,284.4,2.8,N
50.47049,3.99027,318.3,0.47,0.48,2018-10-19,0112,N,nominal,1.0NRT,283.5,2.1,N
48.45648,17.19036,304.5,0.44,0.39,2018-10-19,0112,N,nominal,1.0NRT,281.4,1.2,N
49.5226,5.90209,319.6,0.57,0.43,2018-10-19,0112,N,nominal,1.0NRT,280.7,3,N
47.98523,16.6057,299.6,0.43,0.38,2018-10-19,0112,N,nominal,1.0NRT,281.8,1,N
49.46457,6.00362,299.8,0.57,0.43,2018-10-19,0112,N,nominal,1.0NRT,281.5,1.4,N
49.3593,6.7481,320.4,0.53,0.42,2018-10-19,0112,N,nominal,1.0NRT,283.4,3.1,N
49.35545,6.74718,307.9,0.53,0.42,2018-10-19,0112,N,nominal,1.0NRT,283.8,2.3,N
48.28231,14.33024,298.4,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,283.4,1,N
48.28053,14.34061,300.9,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,283,1,N
48.27726,14.33935,333.1,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,287,4.3,N
48.27814,14.33417,306,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,283.4,4.3,N
48.27399,14.33809,347.9,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,285.2,4.3,N
48.27576,14.32773,309.4,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,285.2,1.4,N
48.27487,14.33291,303.4,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,282.3,4.3,N
48.27248,14.32647,316.5,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,281.7,1.9,N
48.26089,14.33307,317.1,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,281.4,2,N
49.31897,6.14657,296.5,0.56,0.43,2018-10-19,0112,N,nominal,1.0NRT,282,0.9,N
49.24592,6.84897,328.4,0.52,0.42,2018-10-19,0112,N,nominal,1.0NRT,283.2,5.1,N
48.77737,10.70208,326.9,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,282.4,2.6,N
48.65403,10.16419,296.9,0.41,0.37,2018-10-19,0112,N,nominal,1.0NRT,280,0.4,N
49.47802,0.55562,301.3,0.33,0.55,2018-10-19,0112,N,nominal,1.0NRT,284.2,1,N
46.93599,18.95018,304.2,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,280.8,2.6,N
47.92245,13.77872,306,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,280.6,1.4,N
48.69085,6.96918,300.2,0.51,0.41,2018-10-19,0112,N,nominal,1.0NRT,280.8,1.2,N
48.36829,9.73395,312.1,0.42,0.38,2018-10-19,0112,N,nominal,1.0NRT,281.4,1.6,N
45.12296,25.42079,301.9,0.38,0.59,2018-10-19,0112,N,nominal,1.0NRT,278.5,1.1,N
48.33261,9.73519,310.2,0.42,0.38,2018-10-19,0112,N,nominal,1.0NRT,280.6,0.9,N
48.60946,6.11441,310.4,0.55,0.43,2018-10-19,0112,N,nominal,1.0NRT,283.7,1.6,N
47.79197,12.18152,305.5,0.38,0.36,2018-10-19,0112,N,nominal,1.0NRT,281.2,1.5,N
44.73821,23.57755,299.2,0.32,0.55,2018-10-19,0112,N,nominal,1.0NRT,278.3,0.5,N
47.17531,7.56212,312.5,0.47,0.4,2018-10-19,0112,N,nominal,1.0NRT,282.3,1.9,N
47.06819,8.26742,302.5,0.45,0.39,2018-10-19,0112,N,nominal,1.0NRT,281,1,N
47.07,8.26766,306.8,0.44,0.39,2018-10-19,0112,N,nominal,1.0NRT,281.7,1.5,N
46.22776,13.07467,315.9,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,286.9,1.5,N
46.06816,13.62589,305.5,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,286.5,0.7,N
46.06646,13.6285,298.2,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,284.9,0.6,N
45.61613,13.77837,300.9,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,286.3,1.9,N
45.51834,11.49794,295,0.38,0.36,2018-10-19,0112,N,nominal,1.0NRT,282,0.3,N
42.71465,24.17071,313.9,0.39,0.6,2018-10-19,0112,N,nominal,1.0NRT,279.5,2.1,N
42.71333,24.17533,317.4,0.39,0.6,2018-10-19,0112,N,nominal,1.0NRT,278.3,2.1,N
45.38218,11.94968,313.8,0.38,0.36,2018-10-19,0112,N,nominal,1.0NRT,282.1,1.6,N
45.37891,11.94863,298,0.38,0.36,2018-10-19,0112,N,nominal,1.0NRT,280.2,0.6,N
45.51634,10.34424,299.1,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,282.7,0.7,N
45.50933,10.24848,323.1,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,286.1,2.2,N
45.50827,10.24679,326.6,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,286.5,2.8,N
45.4607,10.45576,300.5,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,285.2,0.6,N
45.47869,10.21216,314.2,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,285,1.6,N
45.34493,11.07255,296,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,284.8,0.6,N
43.09276,20.96824,307.9,0.54,0.51,2018-10-19,0112,N,nominal,1.0NRT,279.8,2.3,N
43.08504,20.95921,302.7,0.54,0.51,2018-10-19,0112,N,nominal,1.0NRT,277.2,1.1,N
45.14665,9.94048,328.7,0.39,0.37,2018-10-19,0112,N,nominal,1.0NRT,287.2,4.6,N
45.14595,9.94548,327.2,0.39,0.37,2018-10-19,0112,N,nominal,1.0NRT,287.5,3.1,N
45.14333,9.93953,313.9,0.39,0.37,2018-10-19,0112,N,nominal,1.0NRT,283.2,2.4,N
45.14262,9.94452,319.4,0.39,0.37,2018-10-19,0112,N,nominal,1.0NRT,283.5,1.8,N
42.50889,22.33843,305.3,0.33,0.55,2018-10-19,0112,N,nominal,1.0NRT,276.9,0.4,N
45.09953,8.88146,295.3,0.41,0.37,2018-10-19,0112,N,nominal,1.0NRT,282,0.7,N
45.09884,8.88668,295.9,0.41,0.37,2018-10-19,0112,N,nominal,1.0NRT,282.5,0.7,N
41.4389,21.94486,298.9,0.33,0.56,2018-10-19,0112,N,nominal,1.0NRT,282.9,0.7,N
43.36372,12.54544,299.5,0.39,0.37,2018-10-19,0112,N,nominal,1.0NRT,279.7,0.8,N
43.55095,11.02747,315.5,0.38,0.36,2018-10-19,0112,N,nominal,1.0NRT,274,1.7,N
41.54806,19.72595,296,0.52,0.5,2018-10-19,0112,N,nominal,1.0NRT,285.1,0.6,N
41.04472,21.52647,313,0.33,0.55,2018-10-19,0112,N,nominal,1.0NRT,282.7,1.9,N
40.28376,23.44669,298.5,0.42,0.61,2018-10-19,0112,N,nominal,1.0NRT,284.3,0.6,N
43.52018,4.89838,303.9,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,278.7,1.9,N
43.44883,4.89827,328.7,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,279.8,5.2,N
43.44493,4.89752,331.3,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,279.4,5.2,N
43.44313,4.87656,307.6,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,263.3,2.3,N
43.44174,4.89003,296.7,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,272.6,1.7,N
43.43785,4.88927,313.1,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,273.2,1.7,N
43.43396,4.88851,297.8,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,274.3,1.2,N
43.43327,4.89523,296.7,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,273.9,1.2,N
38.73944,26.94936,299.2,0.69,0.74,2018-10-19,0112,N,nominal,1.0NRT,284.9,1.1,N
38.74014,26.94857,299.1,0.69,0.75,2018-10-19,0112,N,nominal,1.0NRT,285.6,2.1,N
42.00867,12.71692,298.6,0.41,0.37,2018-10-19,0112,N,nominal,1.0NRT,278.1,0.7,N
39.35345,22.98691,299.2,0.43,0.62,2018-10-19,0112,N,nominal,1.0NRT,285.5,1.5,N
40.89537,16.71112,296.2,0.39,0.44,2018-10-19,0112,N,nominal,1.0NRT,284.6,0.6,N
41.38864,13.43578,305.7,0.43,0.38,2018-10-19,0112,N,nominal,1.0NRT,286.7,1.6,N
41.38522,13.43464,321.7,0.43,0.38,2018-10-19,0112,N,nominal,1.0NRT,286.4,1.6,N
38.56552,23.29623,301.5,0.47,0.64,2018-10-19,0112,N,nominal,1.0NRT,286,1.8,N
38.79276,15.21151,300.9,0.55,0.42,2018-10-19,0112,N,nominal,1.0NRT,285.6,0.4,N
37.2578,9.85061,300.5,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,280.7,0.6,N
36.77705,10.20171,301.6,0.39,0.37,2018-10-19,0112,N,nominal,1.0NRT,287.7,0.5,N
36.59205,10.31982,298.4,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,287.3,0.5,N
36.58871,10.31899,300.1,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,287.1,0.6,N
36.80056,8.89203,305.4,0.38,0.36,2018-10-19,0112,N,nominal,1.0NRT,284.8,0.9,N
36.5001,10.02559,297,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,286.6,0.5,N
36.78826,7.70179,344.9,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,288.8,4.9,N
36.87967,6.94424,307.8,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,287.8,1.1,N
36.87954,6.94224,302,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,288.2,1.4,N
36.87891,6.94672,309.8,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,287.8,0.8,N
36.87044,6.98185,326.9,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,288.1,2.5,N
36.87554,6.94598,305.3,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,287.6,0.8,N
36.86708,6.98111,308.1,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,287.8,1.4,N
36.76128,7.30986,310.6,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,288.9,1,N
36.42932,6.62377,317.6,0.4,0.37,2018-10-19,0112,N,nominal,1.0NRT,286.6,2.1,N
35.77502,9.8922,305.9,0.39,0.37,2018-10-19,0112,N,nominal,1.0NRT,289.6,0.8,N
36.6311,3.23457,302.9,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,287.6,0.5,N
36.33448,5.48345,306.1,0.43,0.38,2018-10-19,0112,N,nominal,1.0NRT,284.5,1.3,N
36.59834,3.13534,297.5,0.54,0.42,2018-10-19,0112,N,nominal,1.0NRT,286.4,0.5,N
35.84883,8.59416,304.2,0.38,0.36,2018-10-19,0112,N,nominal,1.0NRT,285,1,N
35.7653,7.36227,295.3,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,282.3,0.3,N
35.86706,6.0263,301.6,0.41,0.37,2018-10-19,0112,N,nominal,1.0NRT,282.6,0.7,N
36.14106,2.93132,299,0.55,0.43,2018-10-19,0112,N,nominal,1.0NRT,283.4,0.9,N
35.88147,4.44549,296.6,0.47,0.4,2018-10-19,0112,N,nominal,1.0NRT,284.7,0.9,N
35.87784,4.44475,300.9,0.47,0.4,2018-10-19,0112,N,nominal,1.0NRT,285.1,0.9,N
35.8772,4.44999,303.5,0.47,0.4,2018-10-19,0112,N,nominal,1.0NRT,284.3,0.9,N
35.23276,8.17114,313.7,0.38,0.36,2018-10-19,0112,N,nominal,1.0NRT,283.3,1.5,N
35.23211,8.17532,296.5,0.38,0.36,2018-10-19,0112,N,nominal,1.0NRT,282.3,0.9,N
35.34879,5.76306,327.1,0.42,0.38,2018-10-19,0112,N,nominal,1.0NRT,286.5,3.6,N
34.93832,8.53064,297.4,0.38,0.36,2018-10-19,0112,N,nominal,1.0NRT,284.4,0.6,N
35.09393,5.64678,297.3,0.42,0.38,2018-10-19,0112,N,nominal,1.0NRT,286.2,0.5,N
34.98344,5.71566,298.2,0.42,0.37,2018-10-19,0112,N,nominal,1.0NRT,288.1,0.7,N
34.98282,5.72024,302.7,0.42,0.37,2018-10-19,0112,N,nominal,1.0NRT,287.8,0.8,N
34.98002,5.71493,299.1,0.42,0.37,2018-10-19,0112,N,nominal,1.0NRT,287.3,0.7,N
34.50441,6.98227,299.4,0.39,0.36,2018-10-19,0112,N,nominal,1.0NRT,287.3,0.6,N
34.44049,5.88682,308.5,0.41,0.37,2018-10-19,0112,N,nominal,1.0NRT,288.3,1,N
34.43858,2.05773,302.2,0.39,0.44,2018-10-19,0112,N,nominal,1.0NRT,281.1,0.8,N
65.76944,24.1873,295.2,0.38,0.36,2018-10-19,0106,N,nominal,1.0NRT,261,0.9,N
65.76321,24.18123,298.8,0.38,0.36,2018-10-19,0106,N,nominal,1.0NRT,262.7,0.7,N
65.56437,22.21608,325.9,0.39,0.36,2018-10-19,0106,N,nominal,1.0NRT,274.8,3.4,N
65.56316,22.22411,340.8,0.39,0.36,2018-10-19,0106,N,nominal,1.0NRT,280.4,25.2,N
65.56195,22.23214,297.5,0.39,0.36,2018-10-19,0106,N,nominal,1.0NRT,274,25.2,N
65.56,22.22132,311.9,0.39,0.36,2018-10-19,0106,N,nominal,1.0NRT,274.2,1.5,N
64.64875,24.42684,295.9,0.39,0.36,2018-10-19,0106,N,nominal,1.0NRT,273.4,0.9,N
64.64563,24.42389,316,0.39,0.36,2018-10-19,0106,N,nominal,1.0NRT,272,0.9,N
61.80761,15.99723,315.5,0.42,0.38,2018-10-19,0106,N,nominal,1.0NRT,272.3,1.7,N
59.38563,28.46327,310.8,0.56,0.43,2018-10-19,0106,N,nominal,1.0NRT,279.4,2.4,N
59.49876,26.52714,299.4,0.49,0.4,2018-10-19,0106,N,nominal,1.0NRT,278.5,1.8,N
60.28516,22.29241,319.6,0.4,0.37,2018-10-19,0106,N,nominal,1.0NRT,280.6,2.1,N
60.61229,16.79039,306.4,0.4,0.37,2018-10-19,0106,N,nominal,1.0NRT,274.9,2.2,N
58.6743,17.13393,327.2,0.39,0.36,2018-10-19,0106,N,nominal,1.0NRT,277.8,2.7,N
57.70814,18.80141,314.1,0.39,0.36,2018-10-19,0106,N,nominal,1.0NRT,278.8,1.3,N
52.80347,32.22281,297.9,0.41,0.6,2018-10-19,0106,N,nominal,1.0NRT,279.6,0.8,N
57.05992,9.97989,326.6,0.51,0.41,2018-10-19,0106,N,nominal,1.0NRT,279.9,4.5,N
52.84588,29.99008,333.2,0.34,0.56,2018-10-19,0106,N,nominal,1.0NRT,280.8,2.2,N
53.27106,24.44439,299,0.41,0.45,2018-10-19,0106,N,nominal,1.0NRT,278.7,0.9,N
51.88893,29.34194,309.5,0.34,0.56,2018-10-19,0106,N,nominal,1.0NRT,278,0.8,N
51.89374,29.34231,303.5,0.34,0.56,2018-10-19,0106,N,nominal,1.0NRT,278.5,0.7,N
51.88901,29.33863,308.1,0.34,0.56,2018-10-19,0106,N,nominal,1.0NRT,277,1.1,N
51.60509,27.6136,301.6,0.6,0.53,2018-10-19,0106,N,nominal,1.0NRT,282.6,3.2,N
51.60278,27.62166,310.3,0.6,0.53,2018-10-19,0106,N,nominal,1.0NRT,285.1,3.9,N
51.65967,27.21644,306.4,0.58,0.52,2018-10-19,0106,N,nominal,1.0NRT,281.9,2.3,N
51.65749,27.22423,302.9,0.58,0.52,2018-10-19,0106,N,nominal,1.0NRT,280.9,2.3,N
51.95872,26.10032,295.3,0.51,0.49,2018-10-19,0106,N,nominal,1.0NRT,275.3,1.3,N
51.95686,26.1073,315.8,0.51,0.49,2018-10-19,0106,N,nominal,1.0NRT,275.1,1.8,N
51.95263,26.10432,318.7,0.51,0.49,2018-10-19,0106,N,nominal,1.0NRT,275.3,2.6,N
49.36504,34.24667,310.1,0.64,0.72,2018-10-19,0106,N,nominal,1.0NRT,280.4,1.8,N
51.53491,27.50627,297.7,0.6,0.53,2018-10-19,0106,N,nominal,1.0NRT,280.5,2.7,N
51.59302,27.11194,304.5,0.57,0.52,2018-10-19,0106,N,nominal,1.0NRT,282,2.4,N
51.59531,27.1073,297.7,0.57,0.52,2018-10-19,0106,N,nominal,1.0NRT,281.7,3.7,N
51.58216,27.11636,295.6,0.57,0.52,2018-10-19,0106,N,nominal,1.0NRT,280.6,1.4,N
51.50083,27.40734,295.3,0.59,0.53,2018-10-19,0106,N,nominal,1.0NRT,276.8,1.1,N
51.51105,27.0092,307.6,0.57,0.52,2018-10-19,0106,N,nominal,1.0NRT,283.3,2.5,N
51.51115,27.00925,308.2,0.57,0.52,2018-10-19,0106,N,nominal,1.0NRT,283.5,2.9,N
51.45401,27.02363,295.2,0.57,0.52,2018-10-19,0106,N,nominal,1.0NRT,280.7,1.9,N
51.43422,27.03722,298,0.58,0.52,2018-10-19,0106,N,nominal,1.0NRT,277.6,0.8,N
50.35683,30.54177,302.9,0.43,0.62,2018-10-19,0106,N,nominal,1.0NRT,278.1,1.3,N
51.38546,26.96793,318.3,0.57,0.52,2018-10-19,0106,N,nominal,1.0NRT,280,5.1,N
51.38331,26.97568,303.7,0.57,0.52,2018-10-19,0106,N,nominal,1.0NRT,277.8,2.6,N
51.75908,25.24457,299.9,0.48,0.48,2018-10-19,0106,N,nominal,1.0NRT,276.3,1.1,N
51.75983,25.24598,299,0.48,0.48,2018-10-19,0106,N,nominal,1.0NRT,276.6,1.1,N
48.48907,34.97613,297.5,0.73,0.76,2018-10-19,0106,N,nominal,1.0NRT,281.7,2.3,N
51.45667,25.62641,306.5,0.51,0.49,2018-10-19,0106,N,nominal,1.0NRT,281.7,1.3,N
51.45245,25.62349,300.7,0.51,0.49,2018-10-19,0106,N,nominal,1.0NRT,279.4,2.5,N
48.51912,34.62912,312.2,0.71,0.75,2018-10-19,0106,N,nominal,1.0NRT,280.7,2.8,N
48.53042,34.64425,300.7,0.71,0.75,2018-10-19,0106,N,nominal,1.0NRT,280.8,2.8,N
48.52152,34.62475,295.8,0.71,0.75,2018-10-19,0106,N,nominal,1.0NRT,281.6,1.2,N
48.51816,34.63361,304.6,0.71,0.75,2018-10-19,0106,N,nominal,1.0NRT,279.6,1.2,N
51.03331,25.13781,303.5,0.5,0.49,2018-10-19,0106,N,nominal,1.0NRT,275.8,1.8,N
53.09355,14.23095,300.1,0.39,0.36,2018-10-19,0106,N,nominal,1.0NRT,280,0.8,N
51.89379,20.77952,300.4,0.5,0.41,2018-10-19,0106,N,nominal,1.0NRT,271.3,0.7,N
50.54289,26.25765,312.5,0.57,0.52,2018-10-19,0106,N,nominal,1.0NRT,280.7,2.6,N
51.13849,23.55154,300.4,0.43,0.46,2018-10-19,0106,N,nominal,1.0NRT,279.6,1.1,N
53.51273,10.0396,296.3,0.46,0.39,2018-10-19,0106,N,nominal,1.0NRT,281.2,1.2,N
53.5204,9.90502,331.3,0.46,0.39,2018-10-19,0106,N,nominal,1.0NRT,279.1,4.7,N
43.44301,4.89688,304.5,0.7,0.75,2018-10-19,0254,N,nominal,1.0NRT,272.6,3.3,N
43.43666,4.89268,307.1,0.7,0.75,2018-10-19,0254,N,nominal,1.0NRT,273.3,4.4,N
43.44565,4.89288,303.4,0.7,0.75,2018-10-19,0254,N,nominal,1.0NRT,272.2,2.7,N
43.44279,4.90112,296.8,0.7,0.75,2018-10-19,0254,N,nominal,1.0NRT,272.8,1.7,N
43.43931,4.88866,300.1,0.7,0.75,2018-10-19,0254,N,nominal,1.0NRT,272.5,2.7,N
43.43648,4.89681,298.2,0.7,0.75,2018-10-19,0254,N,nominal,1.0NRT,272,1.7,N
43.52091,-0.19621,295,0.42,0.61,2018-10-19,0254,N,nominal,1.0NRT,281.6,0.5,N
43.55401,-5.85849,299.3,0.45,0.47,2018-10-19,0254,N,nominal,1.0NRT,284.7,0.8,N
43.55593,-5.90547,298.7,0.45,0.47,2018-10-19,0254,N,nominal,1.0NRT,282.7,0.7,N
43.35363,-8.45006,297.5,0.53,0.42,2018-10-19,0254,N,nominal,1.0NRT,285.6,0.5,N
40.05739,-8.85505,298.8,0.39,0.44,2018-10-19,0254,N,nominal,1.0NRT,286.7,0.7,N
40.05725,-8.85354,296.9,0.39,0.44,2018-10-19,0254,N,nominal,1.0NRT,286,0.7,N
38.92033,-9.01119,297.1,0.41,0.45,2018-10-19,0254,N,nominal,1.0NRT,286.3,1,N
38.62831,-9.077,300.1,0.41,0.45,2018-10-19,0254,N,nominal,1.0NRT,286.2,0.6,N
65.76814,24.18795,315.3,0.34,0.56,2018-10-19,0248,N,nominal,1.0NRT,273.1,1.4,N
65.76587,24.19349,296.3,0.34,0.56,2018-10-19,0248,N,nominal,1.0NRT,273.3,1.4,N
65.56398,22.22918,296.9,0.32,0.55,2018-10-19,0248,N,nominal,1.0NRT,277.9,0.6,N
65.56242,22.21514,337.8,0.32,0.55,2018-10-19,0248,N,nominal,1.0NRT,278.1,3.4,N
65.56033,22.2205,302.5,0.32,0.55,2018-10-19,0248,N,nominal,1.0NRT,275.6,1.2,N
65.56229,22.21946,334.3,0.32,0.55,2018-10-19,0248,N,nominal,1.0NRT,277.8,3.3,N
